;nome_munic;codigo_ibge;dia;mes;datahora;casos;casos_novos;casos_pc;casos_mm7d;obitos;obitos_novos;obitos_pc;obitos_mm7d;letalidade;nome_ra;cod_ra;nome_drs;cod_drs;pop;pop_60;area;map_leg;map_leg_s;latitude;longitude;semana_epidem
275917;Sales;3544806;27;4;2021-04-27;265;3;4,380165e+03;   2,8571429;18;0;2,975207e+02;  0,2857143;0,0679245283;RA de São José do Rio Preto;14;São José do Rio Preto;15;6050;1165;30856;<300;5.0;-21,3427;-49,4897;17
275918;Sales Oliveira;3544905;27;4;2021-04-27;1298;5;1,126932e+04;   7,0000000;18;0;1,562771e+02;  0,1428571;0,0138674884;RA de Franca;6;Franca;4;11518;2044;30578;<5000;2.0;-20,7696;-47,8369;17
275919;Salesópolis;3545001;27;4;2021-04-27;424;3;2,518114e+03;   1,5714286;33;0;1,959853e+02;  0,2857143;0,0778301887;RM de São Paulo;10;Grande São Paulo;10;16838;2512;425;<600;4.0;-23,5288;-45,8465;17
275920;Salmourão;3545100;27;4;2021-04-27;250;1;4,885675e+03;   0,2857143;17;0;3,322259e+02;  0,2857143;0,0680000000;RA de Presidente Prudente;9;Marília;5;5117;923;17293;<300;5.0;-21,6267;-50,8614;17
275921;Saltinho;3545159;27;4;2021-04-27;480;19;6,106870e+03;   5,1428571;8;0;1,017812e+02;  0,2857143;0,0166666667;RA de Campinas;4;Piracicaba;11;7860;1479;9974;<600;4.0;-22,8442;-47,6754;17
275922;Salto;3545209;27;4;2021-04-27;7122;33;6,173075e+03;  31,4285714;226;0;1,958881e+02;  1,8571429;0,0317326594;RA de Sorocaba;13;Sorocaba;6;115372;16885;13306;>5000;1.0;-23,1996;-47,2931;17
275923;Salto de Pirapora;3545308;27;4;2021-04-27;2379;19;5,379554e+03;  22,1428571;108;3;2,442168e+02;  0,4285714;0,0453972257;RA de Sorocaba;13;Sorocaba;6;44223;6579;28051;<5000;2.0;-23,6474;-47,5743;17
275924;Salto Grande;3545407;27;4;2021-04-27;476;10;5,233645e+03;   8,8571429;6;0;6,597031e+01;  0,1428571;0,0126050420;RA de Marília;8;Marília;5;9095;1625;18844;<600;4.0;-22,8894;-49,9831;17
275925;Sandovalina;3545506;27;4;2021-04-27;175;2;4,155782e+03;   1,0000000;7;0;1,662313e+02;  0,0000000;0,0400000000;RA de Presidente Prudente;9;Presidente Prudente;2;4211;550;45586;<300;5.0;-22,4551;-51,7648;17
275926;Santa Adélia;3545605;27;4;2021-04-27;984;4;6,607575e+03;   4,8571429;37;1;2,484555e+02;  0,2857143;0,0376016260;RA de São José do Rio Preto;14;São José do Rio Preto;15;14892;2584;33027;<1200;3.0;-21,2427;-48,8063;17
275927;Santa Albertina;3545704;27;4;2021-04-27;531;1;9,361777e+03;   0,5714286;14;0;2,468265e+02;  0,0000000;0,0263653484;RA de São José do Rio Preto;14;São José do Rio Preto;15;5672;1304;27269;<600;4.0;-20,0311;-50,7297;17
275928;Santa Bárbara d'Oeste;3545803;27;4;2021-04-27;14304;76;7,578479e+03;  53,7142857;459;3;2,431852e+02;  4,8571429;0,0320889262;RA de Campinas;4;Campinas;3;188745;31384;27103;>5000;1.0;-22,7553;-47,4143;17
275929;Santa Branca;3546009;27;4;2021-04-27;655;15;4,619508e+03;   6,4285714;14;3;9,873757e+01;  0,7142857;0,0213740458;RA de São José dos Campos;15;Taubaté;17;14179;2465;27224;<1200;3.0;-23,3933;-45,8875;17
275930;Santa Clara d'Oeste;3546108;27;4;2021-04-27;141;1;7,028913e+03;   0,1428571;11;0;5,483549e+02;  0,0000000;0,0780141844;RA de São José do Rio Preto;14;São José do Rio Preto;15;2006;448;18346;<150;6.0;-20,0900;-50,9491;17
275931;Santa Cruz da Conceição;3546207;27;4;2021-04-27;446;3;1,025523e+04;   2,2857143;7;0;1,609565e+02;  0,0000000;0,0156950673;RA de Campinas;4;Piracicaba;11;4349;860;15013;<600;4.0;-22,1405;-47,4512;17
275932;Santa Cruz da Esperança;3546256;27;4;2021-04-27;126;15;6,066442e+03;   2,5714286;3;0;1,444391e+02;  0,0000000;0,0238095238;RA de Ribeirão Preto;11;Ribeirão Preto;1;2077;377;14806;<150;6.0;-21,2951;-47,4304;17
275933;Santa Cruz das Palmeiras;3546306;27;4;2021-04-27;2664;9;7,898248e+03;  10,8571429;72;3;2,134662e+02;  0,8571429;0,0270270270;RA de Campinas;4;São João da Boa Vista;14;33729;4721;29534;<5000;2.0;-21,8235;-47,2480;17
275934;Santa Cruz do Rio Pardo;3546405;27;4;2021-04-27;2840;38;6,159185e+03;  39,7142857;54;0;1,171113e+02;  0,4285714;0,0190140845;RA de Marília;8;Marília;5;46110;8329;111475;<5000;2.0;-22,8988;-49,6354;17
275935;Santa Ernestina;3546504;27;4;2021-04-27;348;6;6,298643e+03;   1,4285714;8;1;1,447964e+02;  0,1428571;0,0229885057;RA Central;5;Araraquara;8;5525;728;13442;<600;4.0;-21,4618;-48,3953;17
275936;Santa Fé do Sul;3546603;27;4;2021-04-27;2689;34;8,729386e+03;  15,4285714;67;0;2,175042e+02;  0,0000000;0,0249163258;RA de São José do Rio Preto;14;São José do Rio Preto;15;30804;6215;20654;<5000;2.0;-20,2083;-50,9320;17
275937;Santa Gertrudes;3546702;27;4;2021-04-27;2383;24;9,099240e+03;  12,1428571;42;1;1,603727e+02;  0,1428571;0,0176248426;RA de Campinas;4;Piracicaba;11;26189;2736;9829;<5000;2.0;-22,4572;-47,5272;17
275938;Santa Isabel;3546801;27;4;2021-04-27;4622;15;8,390517e+03;  13,2857143;186;0;3,376539e+02;  0,1428571;0,0402423193;RM de São Paulo;10;Grande São Paulo;10;55086;8115;36333;<5000;2.0;-23,3172;-46,2237;17
275939;Santa Lúcia;3546900;27;4;2021-04-27;494;5;5,769680e+03;   2,5714286;11;0;1,284747e+02;  0,0000000;0,0222672065;RA Central;5;Araraquara;8;8562;1150;15403;<600;4.0;-21,6850;-48,0885;17
275940;Santa Maria da Serra;3547007;27;4;2021-04-27;362;0;5,894805e+03;   0,1428571;3;0;4,885198e+01;  0,0000000;0,0082872928;RA de Campinas;4;Piracicaba;11;6141;793;25262;<600;4.0;-22,5661;-48,1593;17
275941;Santa Mercedes;3547106;27;4;2021-04-27;116;1;4,123711e+03;   0,8571429;4;0;1,421969e+02;  0,0000000;0,0344827586;RA de Presidente Prudente;9;Presidente Prudente;2;2813;503;16675;<150;6.0;-21,3495;-51,7564;17
275942;Santana da Ponte Pensa;3547205;27;4;2021-04-27;37;0;2,451955e+03;   0,0000000;2;0;1,325381e+02;  0,0000000;0,0540540541;RA de São José do Rio Preto;14;São José do Rio Preto;15;1509;444;12989;<50;7.0;-20,2523;-50,8014;17
275943;Santana de Parnaíba;3547304;27;4;2021-04-27;10305;62;7,460255e+03;  52,4285714;258;1;1,867779e+02;  0,2857143;0,0250363901;RM de São Paulo;10;Grande São Paulo;10;138132;16604;17995;>5000;1.0;-23,4439;-46,9178;17
275944;Santa Rita d'Oeste;3547403;27;4;2021-04-27;169;1;7,029950e+03;   0,4285714;5;0;2,079867e+02;  0,0000000;0,0295857988;RA de São José do Rio Preto;14;São José do Rio Preto;15;2404;667;2098;<300;5.0;-20,1414;-50,8358;17
275945;Santa Rita do Passa Quatro;3547502;27;4;2021-04-27;1072;16;4,062915e+03;  10,1428571;24;0;9,096077e+01;  0,1428571;0,0223880597;RA Central;5;Ribeirão Preto;1;26385;5912;75414;<1200;3.0;-21,7083;-47,4780;17
275946;Santa Rosa de Viterbo;3547601;27;4;2021-04-27;1481;6;5,784252e+03;  10,1428571;26;2;1,015466e+02;  0,5714286;0,0175557056;RA de Ribeirão Preto;11;Ribeirão Preto;1;25604;4413;28858;<5000;2.0;-21,4776;-47,3622;17
275947;Santa Salete;3547650;27;4;2021-04-27;154;1;1,069444e+04;   0,2857143;4;0;2,777778e+02;  0,0000000;0,0259740260;RA de São José do Rio Preto;14;São José do Rio Preto;15;1440;359;7919;<300;5.0;-20,2429;-50,6887;17
275948;Santo Anastácio;3547700;27;4;2021-04-27;1088;56;5,405674e+03;  22,0000000;19;0;9,440056e+01;  0,0000000;0,0174632353;RA de Presidente Prudente;9;Presidente Prudente;2;20127;3961;55288;<1200;3.0;-21,9747;-51,6527;17
275949;Santo André;3547809;27;4;2021-04-27;48482;170;6,987218e+03; 171,5714286;2003;20;2,886720e+02; 11,4285714;0,0413143022;RM de São Paulo;10;Grande São Paulo;10;693867;123293;17578;>5000;1.0;-23,6737;-46,5432;17
275950;Santo Antônio da Alegria;3547908;27;4;2021-04-27;386;5;5,815881e+03;   7,4285714;11;0;1,657375e+02;  0,0000000;0,0284974093;RA de Ribeirão Preto;11;Ribeirão Preto;1;6637;1255;31031;<600;4.0;-21,0864;-47,1464;17
275951;Santo Antônio de Posse;3548005;27;4;2021-04-27;1885;28;8,249814e+03;   8,7142857;22;0;9,628430e+01;  0,1428571;0,0116710875;RA de Campinas;4;Campinas;3;22849;3160;15413;<5000;2.0;-22,6029;-46,9192;17
275952;Santo Antônio do Aracanguá;3548054;27;4;2021-04-27;447;4;5,416869e+03;   2,5714286;20;2;2,423655e+02;  0,4285714;0,0447427293;RA de Araçatuba;1;Araçatuba;7;8252;1293;130843;<600;4.0;-20,9331;-50,4980;17
275953;Santo Antônio do Jardim;3548104;27;4;2021-04-27;355;3;6,093375e+03;   1,0000000;15;0;2,574665e+02;  0,2857143;0,0422535211;RA de Campinas;4;São João da Boa Vista;14;5826;1169;10996;<600;4.0;-22,1121;-46,6845;17
275954;Santo Antônio do Pinhal;3548203;27;4;2021-04-27;388;4;5,853953e+03;   1,7142857;4;0;6,035003e+01;  0,0000000;0,0103092784;RA de São José dos Campos;15;Taubaté;17;6628;1061;13301;<600;4.0;-22,8270;-45,6630;17
275955;Santo Expedito;3548302;27;4;2021-04-27;143;0;4,811575e+03;   0,1428571;3;0;1,009421e+02;  0,0000000;0,0209790210;RA de Presidente Prudente;9;Presidente Prudente;2;2972;585;9447;<150;6.0;-21,8467;-51,3929;17
275956;Santópolis do Aguapeí;3548401;27;4;2021-04-27;363;2;7,776350e+03;   1,5714286;12;0;2,570694e+02;  0,0000000;0,0330578512;RA de Araçatuba;1;Araçatuba;7;4668;700;12803;<600;4.0;-21,6376;-50,5044;17
275957;Santos;3548500;27;4;2021-04-27;47730;190;1,113358e+04; 113,5714286;1462;12;3,410286e+02;  3,2857143;0,0306306306;RA de Santos;12;Baixada Santista;13;428703;95433;28103;>5000;1.0;-23,9535;-46,3350;17
275958;São Bento do Sapucaí;3548609;27;4;2021-04-27;433;25;4,112061e+03;   7,0000000;4;0;3,798670e+01;  0,0000000;0,0092378753;RA de São José dos Campos;15;Taubaté;17;10530;2027;25258;<600;4.0;-22,6837;-45,7287;17
275959;São Bernardo do Campo;3548708;27;4;2021-04-27;57028;185;7,022409e+03; 147,0000000;2235;38;2,752172e+02; 10,8571429;0,0391912745;RM de São Paulo;10;Grande São Paulo;10;812086;122274;40953;>5000;1.0;-23,6914;-46,5646;17
275960;São Caetano do Sul;3548807;27;4;2021-04-27;14242;46;9,416572e+03;  34,2857143;664;3;4,390257e+02;  4,5714286;0,0466226654;RM de São Paulo;10;Grande São Paulo;10;151244;34932;1533;>5000;1.0;-23,6229;-46,5548;17
275961;São Carlos;3548906;27;4;2021-04-27;16606;180;6,844110e+03;  94,0000000;278;6;1,145768e+02;  2,5714286;0,0167409370;RA Central;5;Araraquara;8;242632;40879;113691;>5000;1.0;-22,0174;-47,8860;17
275962;São Francisco;3549003;27;4;2021-04-27;171;0;6,387747e+03;   1,1428571;8;0;2,988420e+02;  0,0000000;0,0467836257;RA de São José do Rio Preto;14;São José do Rio Preto;15;2677;612;7558;<300;5.0;-20,3623;-50,6952;17
275963;São João da Boa Vista;3549102;27;4;2021-04-27;5627;24;6,442638e+03;   9,8571429;168;2;1,923517e+02;  0,8571429;0,0298560512;RA de Campinas;4;São João da Boa Vista;14;87340;16640;5164;>5000;1.0;-21,9707;-46,7944;17
275964;São João das Duas Pontes;3549201;27;4;2021-04-27;136;1;5,492730e+03;   0,2857143;5;0;2,019386e+02;  0,0000000;0,0367647059;RA de São José do Rio Preto;14;São José do Rio Preto;15;2476;489;12946;<150;6.0;-20,3879;-50,3792;17
275965;São João de Iracema;3549250;27;4;2021-04-27;86;5;4,648649e+03;   1,2857143;5;0;2,702703e+02;  0,0000000;0,0581395349;RA de Araçatuba;1;São José do Rio Preto;15;1850;357;1784;<150;6.0;-20,5111;-50,3561;17
275966;São João do Pau d'Alho;3549300;27;4;2021-04-27;103;0;5,188917e+03;   0,2857143;0;0;0,000000e+00;  0,0000000;0,0000000000;RA de Presidente Prudente;9;Presidente Prudente;2;1985;529;11767;<150;6.0;-21,2662;-51,6672;17
275967;São Joaquim da Barra;3549409;27;4;2021-04-27;3621;23;7,202530e+03;  27,1428571;73;0;1,452043e+02;  0,5714286;0,0201601767;RA de Franca;6;Franca;4;50274;8130;41086;<5000;2.0;-20,5812;-47,8593;17
275968;São José da Bela Vista;3549508;27;4;2021-04-27;170;0;1,947978e+03;   1,0000000;7;0;8,021084e+01;  0,1428571;0,0411764706;RA de Franca;6;Franca;4;8727;1206;27695;<300;5.0;-20,5935;-47,6424;17
275969;São José do Barreiro;3549607;27;4;2021-04-27;195;1;4,791155e+03;   0,8571429;4;0;9,828010e+01;  0,0000000;0,0205128205;RA de São José dos Campos;15;Taubaté;17;4070;703;57069;<300;5.0;-22,6414;-44,5774;17
275970;São José do Rio Pardo;3549706;27;4;2021-04-27;1464;12;2,751569e+03;  10,8571429;60;0;1,127692e+02;  0,1428571;0,0409836066;RA de Campinas;4;São João da Boa Vista;14;53206;10348;41968;<5000;2.0;-21,5953;-46,8873;17
275971;São José do Rio Preto;3549805;27;4;2021-04-27;64552;162;1,441137e+04; 190,4285714;1878;12;4,192676e+02; 10,1428571;0,0290928244;RA de São José do Rio Preto;14;São José do Rio Preto;15;447924;79391;43194;>5000;1.0;-20,8113;-49,3758;17
275972;São José dos Campos;3549904;27;4;2021-04-27;61441;352;8,645698e+03; 307,5714286;1182;9;1,663257e+02;  6,4285714;0,0192379681;RA de São José dos Campos;15;Taubaté;17;710654;103840;109941;>5000;1.0;-23,1896;-45,8841;17
275973;São Lourenço da Serra;3549953;27;4;2021-04-27;551;3;3,536812e+03;   1,5714286;27;0;1,733102e+02;  0,2857143;0,0490018149;RM de São Paulo;10;Grande São Paulo;10;15579;2134;18646;<600;4.0;-23,8491;-46,9432;17
275974;São Luiz do Paraitinga;3550001;27;4;2021-04-27;29;1;2,743874e+02;   0,4285714;7;0;6,623143e+01;  0,0000000;0,2413793103;RA de São José dos Campos;15;Taubaté;17;10569;1985;61732;<50;7.0;-23,2220;-45,3109;17
275975;São Manuel;3550100;27;4;2021-04-27;2869;41;7,249709e+03;  32,2857143;79;4;1,996260e+02;  1,0000000;0,0275357267;RA de Sorocaba;13;Bauru;12;39574;6377;65073;<5000;2.0;-22,7321;-48,5723;17
275976;São Miguel Arcanjo;3550209;27;4;2021-04-27;1060;36;3,312500e+03;  12,5714286;39;0;1,218750e+02;  0,4285714;0,0367924528;RA de Sorocaba;13;Sorocaba;6;32000;4774;93034;<1200;3.0;-23,8782;-47,9935;17
275977;São Paulo;3550308;27;4;2021-04-27;708635;3637;5,970137e+03;2754,8571429;26915;244;2,267546e+02;157,0000000;0,0379814714;RM de São Paulo;10;Grande São Paulo;10;11869660;1853286;152111;>5000;1.0;-23,5329;-46,6395;17
275978;São Pedro;3550407;27;4;2021-04-27;3126;13;9,138213e+03;  17,1428571;46;0;1,344715e+02;  0,2857143;0,0147152911;RA de Campinas;4;Piracicaba;11;34208;6296;61128;<5000;2.0;-22,5483;-47,9096;17
275979;São Pedro do Turvo;3550506;27;4;2021-04-27;451;1;6,120233e+03;   0,7142857;5;0;6,785181e+01;  0,0000000;0,0110864745;RA de Marília;8;Marília;5;7369;1272;73122;<600;4.0;-22,7453;-49,7428;17
275980;São Roque;3550605;27;4;2021-04-27;4413;20;5,047178e+03;  10,5714286;49;2;5,604163e+01;  0,2857143;0,0111035577;RA de Sorocaba;13;Sorocaba;6;87435;14389;30691;<5000;2.0;-23,5226;-47,1357;17
275981;São Sebastião;3550704;27;4;2021-04-27;5989;18;6,873243e+03;  42,1428571;125;13;1,434556e+02;  2,5714286;0,0208715979;RA de São José dos Campos;15;Taubaté;17;87135;10052;4024;>5000;1.0;-23,7951;-45,4143;17
275982;São Sebastião da Grama;3550803;27;4;2021-04-27;653;11;5,470845e+03;   2,2857143;22;0;1,843164e+02;  0,0000000;0,0336906585;RA de Campinas;4;São João da Boa Vista;14;11936;2138;25241;<1200;3.0;-21,7041;-46,8208;17
275983;São Simão;3550902;27;4;2021-04-27;633;7;4,263488e+03;   3,7142857;17;1;1,145012e+02;  0,4285714;0,0268562401;RA de Ribeirão Preto;11;Ribeirão Preto;1;14847;2659;61725;<1200;3.0;-21,4732;-47,5518;17
275984;São Vicente;3551009;27;4;2021-04-27;14226;97;3,974531e+03;  48,8571429;781;6;2,181997e+02;  1,8571429;0,0548994798;RA de Santos;12;Baixada Santista;13;357929;53994;1481;>5000;1.0;-23,9574;-46,3883;17
275985;Sarapuí;3551108;27;4;2021-04-27;306;1;3,026706e+03;   1,8571429;3;0;2,967359e+01;  0,0000000;0,0098039216;RA de Sorocaba;13;Sorocaba;6;10110;1478;35259;<600;4.0;-23,6397;-47,8249;17
275986;Sarutaiá;3551207;27;4;2021-04-27;99;0;2,715304e+03;   0,2857143;6;0;1,645639e+02;  0,0000000;0,0606060606;RA de Itapeva;7;Bauru;12;3646;643;14161;<150;6.0;-23,2721;-49,4763;17
275987;Sebastianópolis do Sul;3551306;27;4;2021-04-27;110;1;3,340419e+03;   0,2857143;6;0;1,822047e+02;  0,1428571;0,0545454545;RA de São José do Rio Preto;14;São José do Rio Preto;15;3293;673;16785;<150;6.0;-20,6523;-49,9250;17
275988;Serra Azul;3551405;27;4;2021-04-27;995;2;8,101286e+03;   0,8571429;11;0;8,956196e+01;  0,1428571;0,0110552764;RA de Ribeirão Preto;11;Ribeirão Preto;1;12282;1425;28314;<1200;3.0;-21,3074;-47,5602;17
275989;Serrana;3551504;27;4;2021-04-27;3695;25;8,315704e+03;   7,0000000;78;1;1,755413e+02;  0,7142857;0,0211096076;RA de Ribeirão Preto;11;Ribeirão Preto;1;44434;4998;12605;<5000;2.0;-21,2043;-47,5952;17
275990;Serra Negra;3551603;27;4;2021-04-27;1675;11;6,104227e+03;   8,1428571;33;4;1,202624e+02;  0,5714286;0,0197014925;RA de Campinas;4;Campinas;3;27440;5669;20373;<5000;2.0;-22,6139;-46,7033;17
275991;Sertãozinho;3551702;27;4;2021-04-27;11225;50;9,174124e+03;  42,7142857;294;2;2,402844e+02;  2,4285714;0,0261915367;RA de Ribeirão Preto;11;Ribeirão Preto;1;122355;17281;40309;>5000;1.0;-21,1316;-47,9875;17
275992;Sete Barras;3551801;27;4;2021-04-27;1136;28;8,995882e+03;   9,7142857;26;1;2,058917e+02;  0,4285714;0,0228873239;RA de Registro;16;Registro;9;12628;2076;10627;<1200;3.0;-24,3820;-47,9279;17
275993;Severínia;3551900;27;4;2021-04-27;1762;3;1,028845e+04;   8,2857143;36;0;2,102067e+02;  0,2857143;0,0204313280;RA de Barretos;2;Barretos;16;17126;2206;14046;<5000;2.0;-20,8108;-48,8054;17
275994;Silveiras;3552007;27;4;2021-04-27;277;5;4,464861e+03;   2,1428571;4;0;6,447453e+01;  0,0000000;0,0144404332;RA de São José dos Campos;15;Taubaté;17;6204;1026;41478;<300;5.0;-22,6638;-44,8522;17
275995;Socorro;3552106;27;4;2021-04-27;2282;13;5,884021e+03;   9,4285714;30;0;7,735348e+01;  0,0000000;0,0131463628;RA de Campinas;4;Campinas;3;38783;7970;44903;<5000;2.0;-22,5903;-46,5251;17
275996;Sorocaba;3552205;27;4;2021-04-27;47650;216;7,235626e+03; 225,4285714;1569;19;2,382518e+02; 11,7142857;0,0329275971;RA de Sorocaba;13;Sorocaba;6;658547;96498;45038;>5000;1.0;-23,4969;-47,4451;17
275997;Sud Mennucci;3552304;27;4;2021-04-27;685;0;8,881110e+03;   2,4285714;9;0;1,166861e+02;  0,1428571;0,0131386861;RA de Araçatuba;1;Araçatuba;7;7713;1262;59474;<1200;3.0;-20,6872;-50,9238;17
275998;Sumaré;3552403;27;4;2021-04-27;17597;122;6,213367e+03;  65,5714286;554;11;1,956132e+02;  2,4285714;0,0314826391;RA de Campinas;4;Campinas;3;283212;34837;15347;>5000;1.0;-22,8204;-47,2728;17
275999;Suzano;3552502;27;4;2021-04-27;15935;137;5,475907e+03;  77,5714286;596;14;2,048096e+02;  6,4285714;0,0374019454;RM de São Paulo;10;Grande São Paulo;10;291002;37156;20624;>5000;1.0;-23,5448;-46,3112;17
276000;Suzanápolis;3552551;27;4;2021-04-27;275;0;6,967317e+03;   0,2857143;8;1;2,026856e+02;  0,1428571;0,0290909091;RA de Araçatuba;1;Araçatuba;7;3947;642;33059;<300;5.0;-20,4981;-51,0268;17
276001;Tabapuã;3552601;27;4;2021-04-27;922;13;7,753111e+03;   4,8571429;31;0;2,606794e+02;  0,1428571;0,0336225597;RA de São José do Rio Preto;14;São José do Rio Preto;15;11892;2236;34579;<1200;3.0;-20,9602;-49,0307;17
276002;Tabatinga;3552700;27;4;2021-04-27;1386;0;8,718626e+03;   2,2857143;43;0;2,704913e+02;  0,1428571;0,0310245310;RA Central;5;Araraquara;8;15897;2365;3686;<5000;2.0;-21,7239;-48,6896;17
276003;Taboão da Serra;3552809;27;4;2021-04-27;14640;49;5,157272e+03;  42,1428571;618;7;2,177045e+02;  3,5714286;0,0422131148;RM de São Paulo;10;Grande São Paulo;10;283871;32713;2039;>5000;1.0;-23,6019;-46,7526;17
276004;Taciba;3552908;27;4;2021-04-27;340;1;5,616122e+03;   0,4285714;12;0;1,982161e+02;  0,0000000;0,0352941176;RA de Presidente Prudente;9;Presidente Prudente;2;6054;966;60727;<600;4.0;-22,3866;-51,2882;17
276005;Taguaí;3553005;27;4;2021-04-27;1172;12;8,799459e+03;   4,7142857;15;0;1,126211e+02;  0,0000000;0,0127986348;RA de Itapeva;7;Bauru;12;13319;1702;14533;<1200;3.0;-23,4452;-49,4024;17
276006;Taiaçu;3553104;27;4;2021-04-27;272;0;4,505549e+03;   1,0000000;10;0;1,656452e+02;  0,2857143;0,0367647059;RA de Barretos;2;Barretos;16;6037;1034;10706;<300;5.0;-21,1431;-48,5112;17
276007;Taiúva;3553203;27;4;2021-04-27;665;5;1,059255e+04;   2,5714286;10;0;1,592864e+02;  0,0000000;0,0150375940;RA de Barretos;2;Barretos;16;6278;1147;13246;<1200;3.0;-21,1223;-48,4528;17
276008;Tambaú;3553302;27;4;2021-04-27;1775;3;7,784064e+03;   3,5714286;31;1;1,359470e+02;  0,1428571;0,0174647887;RA de Campinas;4;São João da Boa Vista;14;22803;4056;56179;<5000;2.0;-21,7029;-47,2703;17
276009;Tanabi;3553401;27;4;2021-04-27;3034;24;1,208524e+04;   9,2857143;70;1;2,788289e+02;  0,1428571;0,0230718523;RA de São José do Rio Preto;14;São José do Rio Preto;15;25105;5024;74722;<5000;2.0;-20,6228;-49,6563;17
